"full_date","speechtitle","hyperlink","name","position_cat1","type"
2010-04-21,"Brief Remarks","http://www.federalreserve.gov/newsevents/speech/bernanke20100421a.htm","Ben S. Bernanke","3","Public"
2010-04-27,"Achieving Fiscal Sustainability","http://www.federalreserve.gov/newsevents/speech/bernanke20100427a.htm","Ben S. Bernanke","3","Public"
2010-05-01,"Women and Money: Challenging the Myths","http://www.federalreserve.gov/newsevents/speech/duke20100501a.htm","Elizabeth A. Duke","1","Public"
2010-05-06,"The Supervisory Capital Assessment Program--One Year Later","http://www.federalreserve.gov/newsevents/speech/bernanke20100506a.htm","Ben S. Bernanke","3","Public"
2010-05-08,"The Economics of Happiness","http://www.federalreserve.gov/newsevents/speech/bernanke20100508a.htm","Ben S. Bernanke","3","Public"
2010-05-11,"Global Imbalances","http://www.federalreserve.gov/newsevents/speech/kohn20100511a.htm","Donald L. Kohn","2","Public"
2010-05-13,"The Federal Reserve's Policy Actions during the Financial Crisis and Lessons for the Future","http://www.federalreserve.gov/newsevents/speech/kohn20100513a.htm","Donald L. Kohn","2","Public"
2010-05-20,"International response to European debt problems","http://www.federalreserve.gov/newsevents/testimony/tarullo20100520a.htm","Daniel K. Tarullo","Governor","House"
2010-05-25,"Central Bank Independence, Transparency, and Accountability","http://www.federalreserve.gov/newsevents/speech/bernanke20100525a.htm","Ben S. Bernanke","3","Public"
2010-05-26,"Government assistance to AIG","http://www.federalreserve.gov/newsevents/testimony/alvarez20100526a.htm","Scott G. Alvarez","General Counsel",""
2010-05-30,"The Policy Response to the Crisis in Korea and Other Emerging Market Economies","http://www.federalreserve.gov/newsevents/speech/bernanke20100530a.htm","Ben S. Bernanke","3","Public"
2010-06-03,"Brief Remarks","http://www.federalreserve.gov/newsevents/speech/bernanke20100603a.htm","Ben S. Bernanke","3","Public"
2010-06-08,"Moving Beyond the Financial Crisis","http://www.federalreserve.gov/newsevents/speech/duke20100608a.htm","Elizabeth A. Duke","1","Public"
2010-06-09,"Economic and financial conditions and the federal budget","http://www.federalreserve.gov/newsevents/testimony/bernanke20100609a.htm","Ben S. Bernanke","Chairman","House"
2010-06-09,"Fostering Workforce Development","http://www.federalreserve.gov/newsevents/speech/bernanke20100609a.htm","Ben S. Bernanke","3","Public"
2010-06-16,"Remarks on ""The Squam Lake Report: Fixing the Financial System""","http://www.federalreserve.gov/newsevents/speech/bernanke20100616a.htm","Ben S. Bernanke","3","Public"
2010-06-28,"It's Greek to Me","http://www.federalreserve.gov/newsevents/speech/warsh20100628a.htm","Kevin Warsh","1","Public"
2010-06-30,"Fostering a Healthy Credit Environment","http://www.federalreserve.gov/newsevents/speech/duke20100630a.htm","Elizabeth A. Duke","1","Public"
2010-07-12,"Restoring the Flow of Credit to Small Businesses","http://www.federalreserve.gov/newsevents/speech/bernanke20100712a.htm","Ben S. Bernanke","3","Public"
2010-07-12,"Small Business Credit: Next Steps","http://www.federalreserve.gov/newsevents/speech/duke20100712a.htm","Elizabeth A. Duke","1","Public"
2010-07-15,"Opening Remarks","http://www.federalreserve.gov/newsevents/speech/duke20100715a.htm","Elizabeth A. Duke","1","Public"
2010-07-20,"The state of U.S. coins and currency","http://www.federalreserve.gov/newsevents/testimony/roseman20100720a.htm","Louise L. Roseman","Director","House"
2010-07-20,"International cooperation and financial regulatory modernization","http://www.federalreserve.gov/newsevents/testimony/tarullo20100720a.htm","Daniel K. Tarullo","Governor","Senate"
2010-07-21,"Semiannual Monetary Policy Report to the Congress","http://www.federalreserve.gov/newsevents/testimony/bernanke20100721a.htm","Ben S. Bernanke","Chairman","Senate"
2010-08-02,"Challenges for the Economy and State Governments","http://www.federalreserve.gov/newsevents/speech/bernanke20100802a.htm","Ben S. Bernanke","3","Public"
2010-08-27,"The Economic Outlook and Monetary Policy","http://www.federalreserve.gov/newsevents/speech/bernanke20100827a.htm","Ben S. Bernanke","3","Public"
2010-09-01,"The Acquisition of Wachovia Corporation by Wells Fargo & Company","http://www.federalreserve.gov/newsevents/testimony/alvarez20100901a.htm","Scott G. Alvarez","General Counsel",""
2010-09-01,"Stabilizing Neighborhoods: Lessons Learned from the Field","http://www.federalreserve.gov/newsevents/speech/duke20100901a.htm","Elizabeth A. Duke","1","Public"
2010-09-02,"Causes of the Recent Financial and Economic Crisis","http://www.federalreserve.gov/newsevents/testimony/bernanke20100902a.htm","Ben S. Bernanke","Chairman",""
2010-09-17,"Comments on ""Regulating the Shadow Banking System""","http://www.federalreserve.gov/newsevents/speech/tarullo20100917a.htm","Daniel K. Tarullo","1","Public"
2010-09-24,"Incentive Compensation","http://www.federalreserve.gov/newsevents/testimony/alvarez20100924a.htm","Scott G. Alvarez","General Counsel",""
2010-09-24,"Implications of the Financial Crisis for Economics","http://www.federalreserve.gov/newsevents/speech/bernanke20100924a.htm","Ben S. Bernanke","3","Public"
2010-09-24,"Opening Remarks","http://www.federalreserve.gov/newsevents/speech/duke20100924a.htm","Elizabeth A. Duke","1","Public"
2010-09-30,"Regulatory Reform Implementation","http://www.federalreserve.gov/newsevents/testimony/bernanke20100930a.htm","Ben S. Bernanke","Chairman","Senate"
2010-09-30,"Welcoming Remarks","http://www.federalreserve.gov/newsevents/speech/bernanke20100930a.htm","Ben S. Bernanke","3","Public"
2010-10-04,"Fiscal Sustainability and Fiscal Rules","http://www.federalreserve.gov/newsevents/speech/bernanke20101004a.htm","Ben S. Bernanke","3","Public"
2010-10-11,"Macroprudential Supervision and Monetary Policy in the Post-crisis World","http://www.federalreserve.gov/newsevents/speech/yellen20101011a.htm","Janet L. Yellen","2","Public"
2010-10-15,"Monetary Policy Objectives and Tools in a Low-Inflation Environment","http://www.federalreserve.gov/newsevents/speech/bernanke20101015a.htm","Ben S. Bernanke","3","Public"
2010-10-19,"Brief Remarks","http://www.federalreserve.gov/newsevents/speech/bernanke20101019a.htm","Ben S. Bernanke","3","Public"
2010-10-19,"Come with Me to the FOMC","http://www.federalreserve.gov/newsevents/speech/duke20101019a.htm","Elizabeth A. Duke","1","Public"
2010-10-25,"Welcoming Remarks","http://www.federalreserve.gov/newsevents/speech/bernanke20101025a.htm","Ben S. Bernanke","3","Public"
2010-10-25,"Welcoming Remarks","http://www.federalreserve.gov/newsevents/speech/bernanke20101025a.htm","Ben S. Bernanke","3","Public"
2010-11-08,"Rejecting the Requiem","http://www.federalreserve.gov/newsevents/speech/warsh20101108a.htm","Kevin Warsh","1","Public"
2010-11-12,"Next Steps in Financial Regulatory Reform","http://www.federalreserve.gov/newsevents/speech/tarullo20101112a.htm","Daniel K. Tarullo","1","Public"
2010-11-12,"Problems in the Mortgage Servicing Industry","http://www.federalreserve.gov/newsevents/speech/raskin20101112a.htm","Sarah Bloom Raskin","1","Public"
2010-11-18,"Foreclosure documentation issues","http://www.federalreserve.gov/newsevents/testimony/duke20101118a.htm","Elizabeth A. Duke","Governor","House"
2010-11-19,"Emerging from the Crisis: Where Do We Stand?","http://www.federalreserve.gov/newsevents/speech/bernanke20101119b.htm","Ben S. Bernanke","3","Public"
2010-11-19,"Rebalancing the Global Recovery","http://www.federalreserve.gov/newsevents/speech/bernanke20101119a.htm","Ben S. Bernanke","3","Public"
2010-12-01,"Problems in mortgage servicing","http://www.federalreserve.gov/newsevents/testimony/tarullo20101201a.htm","Daniel K. Tarullo","Governor","Senate"
2010-12-01,"Fiscal Responsibility and Global Rebalancing","http://www.federalreserve.gov/newsevents/speech/yellen20101201a.htm","Janet L. Yellen","2","Public"
2010-12-02,"Developments in the Landscape for Consumer Credit and Payments","http://www.federalreserve.gov/newsevents/speech/duke20101202a.htm","Elizabeth A. Duke","1","Public"
2011-01-07,"The Economic Outlook and Monetary and Fiscal Policy","http://www.federalreserve.gov/newsevents/testimony/bernanke20110107a.htm","Ben S. Bernanke","Chairman","Senate"
2011-01-07,"The Economic Outlook","http://www.federalreserve.gov/newsevents/speech/duke20110107a.htm","Elizabeth A. Duke","1","Public"
2011-01-08,"The Federal Reserve's Asset Purchase Program","http://www.federalreserve.gov/newsevents/speech/yellen20110108a.htm","Janet L. Yellen","2","Public"
2011-02-02,"From Community Banker to Central Banker--My Journey","http://www.federalreserve.gov/newsevents/speech/duke20110202a.htm","Elizabeth A. Duke","1","Public"
2011-02-03,"The Economic Outlook and Macroeconomic Policy","http://www.federalreserve.gov/newsevents/speech/bernanke20110203a.htm","Ben S. Bernanke","3","Public"
2011-02-04,"Commercial Real Estate","http://www.federalreserve.gov/newsevents/testimony/parkinson20110204a.htm","Patrick M. Parkinson","Director",""
2011-02-09,"The Economic Outlook and Monetary and Fiscal Policy","http://www.federalreserve.gov/newsevents/testimony/bernanke20110209a.htm","Ben S. Bernanke","Chairman","House"
2011-02-11,"Putting the Low Road Behind Us","http://www.federalreserve.gov/newsevents/speech/raskin20110211a.htm","Sarah Bloom Raskin","1","Public"
2011-02-15,"Assessing the regulatory, economic, and market implications of the Dodd-Frank derivatives title","http://www.federalreserve.gov/newsevents/testimony/tarullo20110215a.htm","Daniel K. Tarullo","Governor","House"
2011-02-17,"Interchange fees","http://www.federalreserve.gov/newsevents/testimony/raskin20110217a.htm","Sarah Bloom Raskin","Governor","House"
2011-02-17,"Implementation of the Dodd-Frank Act","http://www.federalreserve.gov/newsevents/testimony/bernanke20110217a.htm","Ben S. Bernanke","Chairman","Senate"
2011-02-18,"Global Imbalances: Links to Economic and Financial Stability","http://www.federalreserve.gov/newsevents/speech/bernanke20110218a.htm","Ben S. Bernanke","3","Public"
2011-02-25,"Unconventional Monetary Policy and Central Bank Communications","http://www.federalreserve.gov/newsevents/speech/yellen20110225a.htm","Janet L. Yellen","2","Public"
2011-03-01,"Semiannual Monetary Policy Report to the Congress","http://www.federalreserve.gov/newsevents/testimony/bernanke20110301a.htm","Ben S. Bernanke","Chairman","Senate"
2011-03-02,"Challenges for State and Local Governments","http://www.federalreserve.gov/newsevents/speech/bernanke20110302a.htm","Ben S. Bernanke","3","Public"
2011-03-04,"Term Asset-Backed Securities Loan Facility","http://www.federalreserve.gov/newsevents/testimony/nelson20110304a.htm","William R. Nelson","Deputy Director",""
2011-03-04,"Improving the International Monetary and Financial System","http://www.federalreserve.gov/newsevents/speech/yellen20110304a.htm","Janet L. Yellen","2","Public"
2011-03-23,"Community Banking in a Period of Recovery and Change","http://www.federalreserve.gov/newsevents/speech/bernanke20110323a.htm","Ben S. Bernanke","3","Public"
2011-03-24,"Changed Circumstances: The Impact of the Financial Crisis on the Economic Condition of Workers Near Retirement and of Business Owners","http://www.federalreserve.gov/newsevents/speech/duke20110324a.htm","Elizabeth A. Duke","1","Public"
2011-03-31,"Regulating Systemic Risk","http://www.federalreserve.gov/newsevents/speech/tarullo20110331a.htm","Daniel K. Tarullo","1","Public"
2011-04-04,"Clearinghouses, Financial Stability, and Financial Reform","http://www.federalreserve.gov/newsevents/speech/bernanke20110404a.htm","Ben S. Bernanke","3","Public"
2011-04-06,"Community banking","http://www.federalreserve.gov/newsevents/testimony/hunter20110406a.htm","Maryann F. Hunter","Deputy Director","Senate"
2011-04-07,"Community Bankers and Supervisors: Seeking Balance","http://www.federalreserve.gov/newsevents/speech/raskin20110407a.htm","Sarah Bloom Raskin","1","Public"
2011-04-11,"Commodity Prices, the Economic Outlook, and Monetary Policy","http://www.federalreserve.gov/newsevents/speech/yellen20110411a.htm","Janet L. Yellen","2","Public"
2011-04-12,"Derivatives regulation","http://www.federalreserve.gov/newsevents/testimony/tarullo20110412a.htm","Daniel K. Tarullo","Governor","Senate"
2011-04-14,"Financial Stability Oversight Council","http://www.federalreserve.gov/newsevents/testimony/liang20110414a.htm","J. Nellie Liang","Director","House"
2011-04-14,"Risk retention","http://www.federalreserve.gov/newsevents/testimony/alvarez20110414a.htm","Scott G. Alvarez","General Counsel","House"
2011-04-14,"Small Business Credit Availability","http://www.federalreserve.gov/newsevents/speech/duke20110414a.htm","Elizabeth A. Duke","1","Public"
2011-04-20,"Statement by Chairman Bernanke on financial literacy","http://www.federalreserve.gov/newsevents/testimony/bernanke20110420a.htm","Ben S. Bernanke","Chairman","Senate"
2011-04-28,"Community Voices: Promising Practices for Neighborhood Stabilization","http://www.federalreserve.gov/newsevents/speech/duke20110428a.htm","Elizabeth A. Duke","1","Public"
2011-04-29,"Community Development in Challenging Times","http://www.federalreserve.gov/newsevents/speech/bernanke20110429a.htm","Ben S. Bernanke","3","Public"
2011-05-05,"Implementing a Macroprudential Approach to Supervision and Regulation","http://www.federalreserve.gov/newsevents/speech/bernanke20110505a.htm","Ben S. Bernanke","3","Public"
2011-05-06,"Reaping the Full Benefits of Financial Openness","http://www.federalreserve.gov/newsevents/speech/yellen20110506a.htm","Janet L. Yellen","2","Public"
2011-05-10,"Fostering Innovation in Community Development Finance","http://www.federalreserve.gov/newsevents/speech/duke20110510a.htm","Elizabeth A. Duke","1","Public"
2011-05-12,"Dodd-Frank Implementation: Monitoring Systemic Risk and Promoting Financial Stability","http://www.federalreserve.gov/newsevents/testimony/bernanke20110512a.htm","Ben S. Bernanke","Chairman","Senate"
2011-05-12,"Brief remarks","http://www.federalreserve.gov/newsevents/speech/bernanke20110512a.htm","Ben S. Bernanke","3","Public"
2011-05-16,"Promoting Research and Development: The Government's Role","http://www.federalreserve.gov/newsevents/speech/bernanke20110516a.htm","Ben S. Bernanke","3","Public"
2011-05-24,"Research, Policy, and the Future of Financial Education","http://www.federalreserve.gov/newsevents/speech/duke20110524a.htm","Elizabeth A. Duke","1","Public"
2011-06-01,"Federal Reserve Lending Disclosures","http://www.federalreserve.gov/newsevents/testimony/alvarez20110601a.htm","Scott G. Alvarez","General Counsel","House"
2011-06-01,"Assessing Potential Financial Imbalances in an Era of Accommodative Monetary Policy","http://www.federalreserve.gov/newsevents/speech/yellen20110601a.htm","Janet L. Yellen","2","Public"
2011-06-03,"Regulating Systemically Important Financial Firms","http://www.federalreserve.gov/newsevents/speech/tarullo20110603a.htm","Daniel K. Tarullo","1","Public"
